Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0.0000,#0,#0.0
00:38:29,2308.999,-3.669434E-05 , 0.1371955 ,-4.277658E-02 , 20.8105 , 6.188041 , 2.720435E-03 , 32.30891 , 0.4644482 , 35.72771 , 31.84352 , 30.99222 , 37.96779 , 35.17464 , 28.02319 , 26.38538 , 30.84958 , 28.08807 , 28.78757 , 2308.999 , 305.4589 , 13.54366 , 408.7663 , 144.4304 , 583.368 , 1080.1 , 0.208251 , 0.208251 , 509.21 , 800.9776 
00:38:30,2309.998,-2.242768E-05 , 0.1373676 ,-6.436638E-02 , 20.81133 , 6.155305 , 4.17232E-03 , 32.26146 , 0.5346565 , 35.69367 , 31.64243 , 30.78878 , 37.88727 , 35.18051 , 28.10747 , 26.46304 , 30.8244 , 27.93762 , 28.68622 , 2309.998 , 305.4115 , 14.53018 , 436.608 , 144.3593 , 641.5088 , 1080.1 , 0.2082473 , 0.2082473 , 547.9341 , 801.5057 
00:38:31,2310.996,-2.242768E-05 , 0.1370377 ,-0.101514 , 20.81278 , 6.339743 , 6.62423E-03 , 32.23605 , 0.5320517 , 35.80639 , 31.22251 , 30.31069 , 38.05971 , 35.1664 , 28.23847 , 26.61434 , 30.89491 , 27.64598 , 28.50882 , 2310.996 , 305.386 , 14.49414 , 432.6846 , 144.2834 , 669.2245 , 1080.1 , 0.2082566 , 0.2082566 , 541.8281 , 802.0495 
00:38:32,2311.995,-2.847287E-05 , 0.1371735 ,-1.276828E-02 , 20.81367 , 6.293365 , 4.535292E-03 , 32.19563 , 0.4348567 , 35.77486 , 31.07285 , 29.91537 , 37.9259 , 35.12139 , 28.17767 , 26.64304 , 30.9324 , 27.24506 , 28.2336 , 2311.995 , 305.3456 , 13.10268 , 386.9614 , 144.1432 , 665.7007 , 1080.1 , 0.2082399 , 0.2082399 , 498.2679 , 802.569 
00:38:33,2312.993,-1.493163E-05 , 0.1371261 ,-5.785734E-02 , 20.81397 , 6.369639 , 4.853818E-03 , 31.96911 , 0.4185571 , 35.77541 , 30.88625 , 29.38701 , 37.83099 , 34.73134 , 28.06434 , 26.70199 , 30.84154 , 26.90561 , 27.91454 , 2312.993 , 305.1191 , 12.85 , 373.8067 , 143.9866 , 639.8651 , 1080.1 , 0.2082399 , 0.2082399 , 488.6779 , 803.0614 
00:38:34,2313.991,-5.047739E-05 , 0.1373376 ,-0.1025034 , 20.81279 , 6.212371 , 3.350079E-03 , 31.80929 , 0.4289441 , 35.72707 , 30.72407 , 28.88725 , 37.80484 , 34.36098 , 28.15429 , 26.7136 , 31.10514 , 26.9486 , 27.91957 , 2313.991 , 304.9593 , 13.00506 , 376.5677 , 143.8354 , 642.7245 , 1080.1 , 0.2082357 , 0.2082357 , 496.7474 , 803.5532 
00:38:35,2314.99, 4.092598E-05 , 0.1374718 ,-9.685933E-03 , 20.81329 , 6.293412 , 4.120468E-03 , 31.72333 , 0.375916 , 35.73679 , 30.63566 , 28.80323 , 37.70132 , 34.26184 , 28.12834 , 26.62283 , 31.18627 , 27.13093 , 28.0077 , 2314.99 , 304.8733 , 12.17296 , 352.1765 , 143.6522 , 586.828 , 1080.1 , 0.2082383 , 0.2082383 , 464.7418 , 804.0334 
00:38:36,2315.988, 1.118361E-05 , 0.1378191 ,-4.297198E-02 , 20.81217 , 6.110038 , 3.16489E-03 , 31.58492 , 0.4156949 , 35.69427 , 30.55963 , 28.68227 , 37.60543 , 34.20166 , 27.92911 , 26.56658 , 31.42891 , 27.53555 , 28.32708 , 2315.988 , 304.7349 , 12.79792 , 371.4904 , 143.4977 , 601.201 , 1080.1 , 0.2082307 , 0.2082307 , 492.5803 , 804.5112 
00:38:37,2316.987,-1.952598E-05 , 0.1265611 ,-6.536627E-02 , 20.81182 , 6.14526 , 2.801918E-03 , 31.58579 , 0.3979517 , 35.65956 , 30.55833 , 28.54692 , 37.72425 , 34.48018 , 27.86292 , 26.62112 , 31.2783 , 27.57217 , 28.5828 , 2316.987 , 304.7358 , 12.52183 , 364.6115 , 143.3352 , 602.8254 , 1080.1 , 0.2082315 , 0.2082315 , 481.5671 , 804.9977 
00:38:38,2318.001, 1.843785E-05 , 0.1269841 ,-4.20919E-03 , 20.81145 , 6.193109 , 4.438994E-03 , 31.63493 , 0.3777959 , 35.68853 , 30.28845 , 28.38617 , 37.69989 , 34.45366 , 27.71993 , 26.61227 , 31.21155 , 27.51629 , 28.40402 , 2318.001 , 304.7849 , 12.20159 , 352.5802 , 143.1554 , 588.4888 , 1080.1 , 0.2082276 , 0.2082276 , 470.0699 , 805.4802 
00:38:39,2318.999, 5.712711E-05 , 0.1271009 ,-9.761192E-02 , 20.8113 , 6.193983 , 3.438971E-03 , 31.69606 , 0.395772 , 35.71389 , 30.10418 , 28.2932 , 37.92085 , 34.53218 , 27.65589 , 26.53484 , 31.12774 , 27.403 , 28.44295 , 2318.999 , 304.8461 , 12.48975 , 360.03 , 142.9906 , 580.7238 , 1080.1 , 0.2082354 , 0.2082354 , 477.2361 , 805.9529 
00:38:40,2319.997,-4.775704E-06 , 0.1270662 ,-5.702903E-02 , 20.81271 , 6.235001 , 3.62416E-03 , 31.72474 , 0.4006666 , 35.65143 , 30.03033 , 28.31068 , 37.96938 , 34.31885 , 27.6041 , 26.31069 , 30.88007 , 27.06942 , 28.17658 , 2319.997 , 304.8748 , 12.56734 , 358.3079 , 142.8252 , 580.4398 , 1080.1 , 0.2082418 , 0.2082418 , 477.9114 , 806.4295 
00:38:41,2320.996, 3.101186E-05 , 0.1267758 ,-3.701817E-02 , 20.81332 , 6.205047 , 5.446424E-03 , 31.67324 , 0.4092585 , 35.66675 , 30.12824 , 28.6614 , 38.04697 , 34.38756 , 27.6667 , 26.35749 , 30.7751 , 27.18805 , 28.16973 , 2320.996 , 304.8232 , 12.7003 , 364.2575 , 142.6697 , 575.158 , 1080.1 , 0.2082303 , 0.2082303 , 488.5811 , 806.9123 
00:38:42,2321.994,-4.660846E-05 , 0.1266558 ,-0.1064756 , 20.8153 , 6.20772 , 3.16489E-03 , 31.63335 , 0.4098826 , 35.61362 , 30.18213 , 28.84721 , 37.70938 , 34.3322 , 27.96205 , 26.79426 , 30.85785 , 27.9061 , 28.49189 , 2321.994 , 304.7834 , 12.70915 , 369.5831 , 142.5235 , 553.4275 , 1080.1 , 0.2082303 , 0.2082303 , 488.8655 , 807.4 
00:38:43,2322.993,-1.589887E-05 , 0.1372555 ,-3.590081E-02 , 20.81774 , 6.226066 , 3.809349E-03 , 31.67373 , 0.4137985 , 35.67378 , 30.03726 , 28.92539 , 37.5163 , 34.23447 , 27.98454 , 26.95342 , 30.90934 , 28.06071 , 28.61946 , 2322.993 , 304.8237 , 12.77056 , 371.7881 , 142.3817 , 566.262 , 1080.1 , 0.2082038 , 0.2082038 , 504.1922 , 807.896 
00:38:44,2323.991,-3.427627E-05 , 0.1370772 ,-4.007026E-02 , 20.81989 , 6.231766 , 4.713074E-03 , 31.66802 , 0.402525 , 35.67043 , 29.85765 , 28.96226 , 37.33046 , 33.92661 , 27.92085 , 26.92306 , 30.61611 , 27.86945 , 28.47749 , 2323.991 , 304.818 , 12.59528 , 362.722 , 142.2291 , 557.4083 , 1080.1 , 0.2082038 , 0.2082038 , 496.8055 , 808.3955 
00:38:45,2324.989,-7.780168E-05 , 0.1366936 ,-5.993933E-02 , 20.82001 , 6.229701 , 2.653766E-03 , 31.64313 , 0.4425582 , 35.5831 , 29.8751 , 28.96863 , 37.08104 , 33.69284 , 27.80437 , 26.92067 , 30.35249 , 27.70138 , 28.22461 , 2324.989 , 304.7931 , 13.20623 , 376.4742 , 142.0973 , 546.8122 , 1080.1 , 0.2081964 , 0.2081964 , 524.7516 , 808.9053 
00:38:46,2325.988,-1.164909E-04 , 0.1367125 ,-3.423083E-02 , 20.81964 , 6.237045 , 3.720458E-03 , 31.48993 , 0.4395792 , 35.58589 , 30.79229 , 29.55642 , 36.65211 , 33.54883 , 28.34128 , 27.63709 , 30.34856 , 27.87407 , 28.4464 , 2325.988 , 304.6399 , 13.1584 , 383.176 , 141.9763 , 553.6547 , 1080.1 , 0.2081935 , 0.2081935 , 524.6602 , 809.4294 
00:38:47,2326.986,-3.54853E-05 , 0.1265137 ,-8.756443E-02 , 20.82057 , 6.294138 , 4.320473E-03 , 31.42094 , 0.4248998 , 35.59045 , 31.09323 , 29.77969 , 36.35847 , 33.41763 , 28.54023 , 27.80483 , 30.43113 , 27.90088 , 28.43968 , 2326.986 , 304.571 , 12.93536 , 378.4767 , 141.8501 , 556.9333 , 1080.1 , 0.2081999 , 0.2081999 , 512.7206 , 809.9471 
00:38:48,2328, 8.28192E-06 , 0.1267426 ,-8.404243E-02 , 20.8189 , 6.237324 , 4.624183E-03 , 31.57956 , 0.4043511 , 35.55965 , 30.92431 , 29.82924 , 36.15425 , 33.4204 , 28.54958 , 27.59507 , 30.44719 , 27.83205 , 28.4177 , 2328 , 304.7296 , 12.62198 , 367.3676 , 141.7076 , 538.5389 , 1080.1 , 0.2082186 , 0.2082186 , 491.0277 , 810.456 
00:38:49,2328.999, 1.601977E-05 , 0.1271025 ,-1.592856E-02 , 20.81848 , 6.219999 , 3.261188E-03 , 31.59392 , 0.4199759 , 35.56076 , 30.83401 , 29.9173 , 36.11961 , 33.46592 , 28.38748 , 27.48205 , 30.33885 , 27.67658 , 28.72717 , 2328.999 , 304.7439 , 12.86384 , 373.7295 , 141.5776 , 564.039 , 1080.1 , 0.2082404 , 0.2082404 , 500.7791 , 810.9514 
00:38:50,2329.997, 4.116779E-05 , 0.1267631 ,-8.428191E-02 , 20.81874 , 6.263297 , 3.89824E-03 , 31.64716 , 0.4041352 , 35.56261 , 30.88056 , 30.03974 , 36.1171 , 33.72567 , 28.452 , 27.44598 , 30.0732 , 27.29152 , 28.66201 , 2329.997 , 304.7971 , 12.62001 , 365.8158 , 141.4382 , 543.6868 , 1080.1 , 0.2082369 , 0.2082369 , 492.7349 , 811.4472 
00:38:51,2330.995, 2.93192E-05 , 0.1269952 ,-4.147763E-02 , 20.81798 , 6.245915 , 4.446401E-03 , 31.65693 , 0.4234357 , 35.54351 , 30.7455 , 30.02497 , 36.24044 , 34.00902 , 28.38146 , 27.33726 , 29.93585 , 27.04179 , 28.42172 , 2330.995 , 304.8069 , 12.91806 , 372.7941 , 141.31 , 546.9244 , 1080.1 , 0.208233 , 0.208233 , 506.4014 , 811.9458 
00:38:52,2331.994, 2.962146E-06 , 0.1269415 , 2.309618E-03 , 20.81806 , 6.289135 , 0.0065946 , 31.65688 , 0.4203617 , 35.56125 , 30.51788 , 29.9378 , 36.48965 , 34.26221 , 28.30764 , 27.05069 , 29.75935 , 26.95893 , 28.27848 , 2331.994 , 304.8069 , 12.87108 , 369.7182 , 141.1789 , 542.6166 , 1080.1 , 0.208233 , 0.208233 , 504.2457 , 812.4505 
00:38:53,2332.992, 3.560621E-05 , 0.1269794 ,-5.931905E-02 , 20.81816 , 6.281416 , 3.446377E-03 , 31.63829 , 0.4200752 , 35.56046 , 30.59288 , 29.5555 , 36.25285 , 33.94585 , 28.13247 , 26.72313 , 29.39245 , 26.84629 , 28.00728 , 2332.992 , 304.7883 , 12.8663 , 363.2853 , 141.0403 , 556.9599 , 1080.1 , 0.2082417 , 0.2082417 , 499.6705 , 812.9515 
00:38:54,2333.991, 2.859378E-05 , 0.1268957 ,-5.486197E-02 , 20.81767 , 6.272252 , 4.557515E-03 , 31.66059 , 0.4381125 , 35.58058 , 30.38325 , 29.33891 , 36.31758 , 33.77242 , 28.03185 , 26.62457 , 29.36349 , 26.69628 , 27.80823 , 2333.991 , 304.8106 , 13.14011 , 367.595 , 140.9092 , 546.5295 , 1080.1 , 0.2082453 , 0.2082453 , 509.0093 , 813.4553 
00:38:55,2334.989, 7.858766E-07 , 0.1270047 , 5.464887E-03 , 20.81845 , 6.25189 , 4.527885E-03 , 31.42684 , 0.4017346 , 35.5072 , 30.21393 , 29.28319 , 36.42676 , 33.83708 , 28.08795 , 26.60464 , 29.46627 , 26.49496 , 27.6228 , 2334.989 , 304.5768 , 12.57793 , 351.2635 , 140.757 , 548.3536 , 1080.1 , 0.2082494 , 0.2082494 , 485.4002 , 813.9515 
00:38:56,2335.987,-3.741976E-05 , 0.1265611 ,-0.1063728 , 20.81909 , 6.25108 , 3.62416E-03 , 31.3058 , 0.449159 , 35.52439 , 30.54768 , 29.43436 , 36.29245 , 33.68734 , 28.08715 , 26.66663 , 29.39178 , 26.61517 , 27.78079 , 2335.987 , 304.4558 , 13.29699 , 372.9327 , 140.6365 , 555.7496 , 1080.1 , 0.2082501 , 0.2082501 , 513.343 , 814.45 
00:38:57,2337.001,-6.256779E-05 , 0.1265911 ,-5.730497E-02 , 20.81794 , 6.273596 , 4.535292E-03 , 31.32319 , 0.4492629 , 35.51054 , 31.0625 , 29.95629 , 35.99157 , 33.74927 , 28.20536 , 27.18323 , 29.51439 , 27.23466 , 28.37735 , 2337.001 , 304.4732 , 13.2989 , 381.5351 , 140.5279 , 528.8559 , 1080.1 , 0.2082779 , 0.2082779 , 499.2295 , 814.9633 
00:38:58,2337.984,-4.177231E-05 , 0.1264553 ,-5.026835E-02 , 20.81721 , 6.247642 , 6.261258E-03 , 31.29119 , 0.3997865 , 35.55662 , 31.02377 , 30.09158 , 35.7859 , 33.73746 , 28.39445 , 27.39493 , 29.37514 , 27.21603 , 28.50173 , 2337.984 , 304.4412 , 12.5446 , 360.6512 , 140.3949 , 498.5742 , 1080.1 , 0.2082779 , 0.2082779 , 470.9476 , 815.4401 
00:38:59,2338.998,-6.546947E-05 , 0.1264743 ,-0.1116068 , 20.81529 , 6.265852 , 3.038961E-03 , 31.33781 , 0.4398797 , 35.5139 , 30.96101 , 30.30319 , 36.01724 , 33.73486 , 28.37179 , 27.35676 , 29.12025 , 27.64301 , 28.70475 , 2338.998 , 304.4878 , 13.15961 , 380.3915 , 140.2872 , 510.0002 , 1080.1 , 0.208305 , 0.208305 , 480.1283 , 815.9224 
00:38:60,2339.997,-2.678022E-05 , 0.126629 , 1.241263E-02 , 20.81455 , 6.251466 , 5.261235E-03 , 31.33034 , 0.4882916 , 35.54219 , 31.12978 , 30.32934 , 35.93192 , 33.65872 , 28.34225 , 27.19952 , 28.88955 , 27.59541 , 28.6907 , 2339.997 , 304.4803 , 13.86469 , 399.3454 , 140.2094 , 546.3776 , 1080.1 , 0.2083221 , 0.2083221 , 508.7893 , 816.4163 
00:39:01,2340.995, 2.690112E-05 , 0.1270173 ,-4.553771E-02 , 20.81426 , 6.257025 , 4.772335E-03 , 31.35373 , 0.593911 , 35.51874 , 30.93024 , 30.08945 , 35.78378 , 33.50173 , 28.04577 , 27.02365 , 28.77225 , 27.73502 , 28.5599 , 2340.995 , 304.5037 , 15.29143 , 435.6942 , 140.1852 , 546.6042 , 1080.1 , 0.2083245 , 0.2083245 , 559.7971 , 816.9496 
00:39:02,2341.993, 2.424124E-05 , 0.1267111 ,-4.537352E-02 , 20.8149 , 6.269796 , 2.809325E-03 , 31.20777 , 0.5210069 , 35.49322 , 30.91579 , 30.03043 , 35.73812 , 33.41843 , 27.79215 , 26.86594 , 28.57674 , 27.53274 , 28.42938 , 2341.993 , 304.3578 , 14.31875 , 404.3718 , 140.1158 , 489.9061 , 1080.1 , 0.2083245 , 0.2083245 , 524.4759 , 817.4905 
00:39:03,2342.992, 4.171186E-06 , 0.1267142 ,-1.320961E-02 , 20.81594 , 6.234047 , 2.261165E-03 , 31.0881 , 0.507513 , 35.46949 , 30.88096 , 30.07578 , 35.46495 , 33.44586 , 27.58056 , 26.66073 , 28.27586 , 27.08601 , 28.20881 , 2342.992 , 304.2381 , 14.12932 , 393.852 , 140.032 , 489.0216 , 1080.1 , 0.2083282 , 0.2083282 , 515.2169 , 818.0099 
00:39:04,2343.99, 7.091015E-05 , 0.1269399 ,-0.1086486 , 20.81677 , 6.238083 , 4.031576E-03 , 31.03916 , 0.5106761 , 35.50502 , 30.8987 , 30.14264 , 35.41605 , 33.38797 , 27.54458 , 26.5039 , 28.202 , 27.22474 , 28.32936 , 2343.99 , 304.1891 , 14.17215 , 395.0114 , 139.9509 , 496.9442 , 1080.1 , 0.2083346 , 0.2083346 , 513.067 , 818.523 
00:39:05,2344.989, 3.24627E-05 , 0.127172 ,-5.415661E-02 , 20.81895 , 6.25982 , 2.987108E-03 , 30.87736 , 0.511512 , 35.48388 , 30.65218 , 29.92721 , 35.54833 , 33.42469 , 27.27262 , 26.34374 , 28.33256 , 27.14733 , 28.279 , 2344.989 , 304.0274 , 14.17997 , 393.0545 , 139.8678 , 463.9028 , 1080.1 , 0.2083351 , 0.2083351 , 513.6486 , 819.0359 
00:39:06,2345.987,-8.118698E-05 , 0.1263322 ,-3.903749E-02 , 20.8186 , 6.229372 , 3.187112E-03 , 30.75373 , 0.5483694 , 35.42717 , 30.39017 , 29.7589 , 35.60983 , 33.40814 , 27.15986 , 26.1951 , 28.32267 , 26.8981 , 28.20206 , 2345.987 , 303.9037 , 14.67897 , 403.6913 , 139.8009 , 492.5789 , 1080.1 , 0.2083416 , 0.2083416 , 528.2841 , 819.5558 
00:39:07,2347.017,-5.894067E-05 , 0.1263022 ,-9.624959E-02 , 20.81821 , 6.230606 , 2.535246E-03 , 30.804 , 0.4981966 , 35.47958 , 30.02786 , 29.36943 , 35.51517 , 33.23368 , 27.11401 , 25.94305 , 28.08701 , 26.42248 , 27.9507 , 2347.017 , 303.954 , 13.9925 , 377.3125 , 139.694 , 481.5957 , 1080.1 , 0.2083701 , 0.2083701 , 488.2961 , 820.0794 
00:39:08,2347.999, 1.311808E-05 , 0.1268515 ,-1.011081E-02 , 20.81908 , 6.236304 , 2.994515E-03 , 30.72486 , 0.4922892 , 35.41831 , 29.74328 , 29.12709 , 35.64998 , 33.18808 , 27.0727 , 25.6955 , 28.04119 , 26.53556 , 27.9271 , 2347.999 , 303.8749 , 13.90749 , 372.9052 , 139.587 , 468.1823 , 1080.1 , 0.2083758 , 0.2083758 , 482.7919 , 820.5562 
00:39:09,2348.998, 5.035649E-05 , 0.127172 ,-4.078467E-02 , 20.81944 , 6.194322 , 3.62416E-03 , 30.56143 , 0.5166185 , 35.39605 , 29.62446 , 28.8964 , 35.43554 , 32.97609 , 26.97582 , 25.3407 , 28.51888 , 27.02946 , 28.08527 , 2348.998 , 303.7114 , 14.24317 , 381.7869 , 139.492 , 481.082 , 1080.1 , 0.2083695 , 0.2083695 , 498.0546 , 821.0461 
00:39:10,2349.996, 7.115195E-05 , 0.1272493 ,-5.575844E-02 , 20.81985 , 6.240571 , 2.987108E-03 , 30.57997 , 0.4851156 , 35.39441 , 29.41737 , 28.57534 , 35.29002 , 33.04554 , 26.85778 , 25.29648 , 28.66021 , 27.1823 , 28.27131 , 2349.996 , 303.73 , 13.80249 , 369.0303 , 139.3801 , 480.1699 , 1080.1 , 0.2083861 , 0.2083861 , 473.1569 , 821.5308 
00:39:11,2350.995, 1.505254E-05 , 0.1265169 ,-2.061559E-02 , 20.81992 , 6.18965 , 1.868563E-03 , 30.48998 , 0.4777687 , 35.35153 , 29.01929 , 28.26856 , 34.9764 , 32.92258 , 26.63772 , 25.44155 , 28.40939 , 27.09438 , 28.57915 , 2350.995 , 303.64 , 13.69555 , 362.2967 , 139.2599 , 483.0565 , 1080.1 , 0.2084034 , 0.2084034 , 460.9184 , 821.9973 
00:39:12,2351.993,-5.894067E-05 , 0.1265942 ,-3.925815E-02 , 20.82135 , 6.274925 , 4.446401E-03 , 30.48839 , 0.5023636 , 35.41378 , 28.67355 , 28.32491 , 34.88811 , 32.83865 , 26.37641 , 25.27185 , 28.44113 , 27.05466 , 28.37409 , 2351.993 , 303.6384 , 14.0436 , 367.885 , 139.149 , 488.9781 , 1080.1 , 0.2084034 , 0.2084034 , 472.5417 , 822.463 
00:39:13,2352.991,-1.420621E-05 , 0.1267126 ,-7.980244E-02 , 20.8227 , 6.2399 , 3.794534E-03 , 30.28934 , 0.5064163 , 35.36047 , 28.6774 , 28.3847 , 34.78769 , 32.92266 , 26.28171 , 25.32945 , 28.66848 , 27.48145 , 28.52113 , 2352.991 , 303.4393 , 14.09551 , 372.1554 , 139.0452 , 494.7486 , 1080.1 , 0.2084351 , 0.2084351 , 457.8787 , 822.9273 
00:39:14,2353.99, 2.448305E-05 , 0.1265769 ,-2.353876E-02 , 20.82435 , 6.257007 , 4.535292E-03 , 30.24565 , 0.4429283 , 35.36585 , 28.55114 , 28.28736 , 34.77316 , 32.91481 , 26.31197 , 25.64874 , 28.59357 , 27.70838 , 28.80593 , 2353.99 , 303.3957 , 13.18143 , 349.7341 , 138.9112 , 497.3099 , 1080.1 , 0.2084336 , 0.2084336 , 428.7877 , 823.3702 
00:39:15,2354.988, 5.156553E-05 , 0.1270062 ,-9.933598E-02 , 20.82541 , 6.273179 , 4.261212E-03 , 30.31724 , 0.5018477 , 35.33939 , 28.30553 , 28.16014 , 34.51112 , 32.77909 , 26.27851 , 25.70952 , 28.40154 , 27.59002 , 28.88417 , 2354.988 , 303.4673 , 14.03243 , 369.0316 , 138.8057 , 524.6996 , 1080.1 , 0.2084379 , 0.2084379 , 453.7908 , 823.8106 
00:39:16,2355.987, 1.311808E-05 , 0.1270062 ,-5.986117E-02 , 20.82712 , 6.265224 , 3.261188E-03 , 30.22675 , 0.500606 , 35.31376 , 28.05615 , 28.02261 , 34.25655 , 32.34156 , 26.03757 , 25.50426 , 28.10517 , 27.18161 , 28.49869 , 2355.987 , 303.3767 , 14.01297 , 360.0771 , 138.6887 , 524.5911 , 1080.1 , 0.2084268 , 0.2084268 , 459.261 , 824.2667 
00:39:17,2357.001,-7.435591E-06 , 0.1269478 ,-2.059414E-02 , 20.82736 , 6.261066 , 3.172297E-03 , 30.08448 , 0.4734474 , 35.28313 , 28.11459 , 27.80386 , 34.24364 , 32.01264 , 25.99315 , 25.31199 , 27.85744 , 26.75906 , 28.10348 , 2357.001 , 303.2345 , 13.62436 , 344.5155 , 138.5493 , 512.7206 , 1080.1 , 0.2084357 , 0.2084357 , 442.3029 , 824.7237 
00:39:18,2357.999,-5.259319E-06 , 0.1268279 ,-8.715194E-02 , 20.82773 , 6.25771 , 3.157482E-03 , 29.91606 , 0.4376109 , 35.21346 , 27.97956 , 27.59039 , 34.24944 , 31.76882 , 25.80615 , 25.07095 , 27.78727 , 26.62366 , 27.75592 , 2357.999 , 303.0661 , 13.09495 , 326.5173 , 138.3889 , 495.1619 , 1080.1 , 0.2084402 , 0.2084402 , 422.685 , 825.1553 
00:39:19,2358.997, 3.608982E-05 , 0.1268673 ,-2.875433E-02 , 20.82837 , 6.241889 , 3.268596E-03 , 29.83824 , 0.4783489 , 35.23575 , 28.02223 , 27.7091 , 34.27628 , 31.80026 , 25.78627 , 24.90757 , 27.69342 , 26.5277 , 27.66207 , 2358.997 , 302.9883 , 13.68915 , 340.6294 , 138.2496 , 500.4353 , 1080.1 , 0.2084478 , 0.2084478 , 437.7644 , 825.5847 
00:39:20,2359.996, 2.279039E-05 , 0.1160687 ,-3.348854E-02 , 20.82842 , 6.241487 , 2.283387E-03 , 29.72833 , 0.4628681 , 35.17963 , 28.81499 , 28.06193 , 34.29799 , 31.83091 , 26.04793 , 24.824 , 27.54098 , 26.18231 , 27.35518 , 2359.996 , 302.8783 , 13.46337 , 336.9309 , 138.1066 , 491.1941 , 1080.1 , 0.2084552 , 0.2084552 , 426.9679 , 826.0167 
00:39:21,2360.994, 2.236724E-06 , 0.1162644 ,-8.608891E-02 , 20.82907 , 6.250933 , 3.446377E-03 , 29.72644 , 0.4708372 , 35.20001 , 28.78396 , 27.8767 , 34.10266 , 31.57047 , 26.32373 , 24.91186 , 27.28399 , 26.00788 , 27.05126 , 2360.994 , 302.8764 , 13.57873 , 336.5081 , 137.9647 , 504.3775 , 1080.1 , 0.2084552 , 0.2084552 , 430.8081 , 826.4446 
00:39:22,2361.993, 3.929378E-06 , 0.1161397 ,-4.071032E-02 , 20.83036 , 6.203735 , 1.720411E-03 , 29.75845 , 0.4740282 , 35.16073 , 28.57488 , 27.70079 , 34.04576 , 31.45549 , 26.39381 , 24.91935 , 27.29146 , 25.98851 , 26.99378 , 2361.993 , 302.9084 , 13.62539 , 335.8809 , 137.8233 , 504.5596 , 1080.1 , 0.2084648 , 0.2084648 , 427.5824 , 826.8734 
00:39:23,2362.991, 4.116779E-05 , 0.1163844 ,-6.307315E-02 , 20.83192 , 6.257551 , 4.305657E-03 , 29.72872 , 0.4718761 , 35.19341 , 28.69482 , 27.76925 , 34.16723 , 31.5662 , 26.51857 , 24.93206 , 27.24815 , 25.99007 , 27.15423 , 2362.991 , 302.8787 , 13.59375 , 337.2845 , 137.6856 , 499.8241 , 1080.1 , 0.2084648 , 0.2084648 , 426.5081 , 827.2996 
00:39:24,2363.989, 6.486496E-05 , 0.1164807 ,-8.295199E-02 , 20.83249 , 6.324122 , 4.994562E-03 , 29.59935 , 0.4338304 , 35.16029 , 28.84687 , 27.69578 , 34.21849 , 31.41472 , 26.51875 , 25.17222 , 27.13653 , 26.22304 , 27.25289 , 2363.989 , 302.7494 , 13.03145 , 324.8076 , 137.5322 , 508.5005 , 1080.1 , 0.20845 , 0.20845 , 416.5605 , 827.7203 
00:39:25,2364.988,-8.64463E-06 , 0.1160592 ,-1.769528E-02 , 20.83186 , 6.205124 , 4.957525E-03 , 29.60607 , 0.4693006 , 35.20243 , 28.77074 , 27.59714 , 34.17627 , 31.2476 , 26.47821 , 25.15631 , 27.06027 , 26.18487 , 27.03126 , 2364.988 , 302.7561 , 13.55386 , 335.3593 , 137.3948 , 485.6487 , 1080.1 , 0.2084322 , 0.2084322 , 443.3299 , 828.1498 
00:39:26,2365.986,-1.154632E-05 , 0.1162928 ,-7.528031E-02 , 20.83352 , 6.238463 , 4.624183E-03 , 29.57618 , 0.4647723 , 35.16149 , 28.73865 , 27.54495 , 34.22876 , 31.01718 , 26.39458 , 25.01864 , 26.8871 , 25.96225 , 26.69461 , 2365.986 , 302.7262 , 13.48765 , 329.9184 , 137.2515 , 513.0047 , 1080.1 , 0.2084336 , 0.2084336 , 440.4803 , 828.5908 
00:39:27,2367.016, 3.929378E-06 , 0.1159677 ,-3.889499E-02 , 20.83525 , 6.244226 , 4.624183E-03 , 29.53704 , 0.4763849 , 35.10049 , 28.80018 , 27.53035 , 34.21207 , 30.92249 , 26.35312 , 24.76416 , 26.90843 , 25.89631 , 26.63091 , 2367.016 , 302.687 , 13.65422 , 332.5397 , 137.1091 , 506.123 , 1080.1 , 0.2084507 , 0.2084507 , 435.6223 , 829.0421 
